User-ID,Favorite_Main_Genres,Favorite_Sub_Genres,Favorite_Authors,Average_Rating_Given,Number_of_Books_Rated,Highest_Rated_Genres,Reading_Diversity,Most_Frequently_Read_Genres
113325,Children's Books,History,Wonder House Books,4.5,1,Children's Books,1,Children's Books
113328,"Health, Family & Personal Development|Computing, Internet & Digital Media",Personal Transformation|Computer Science,James Clear|Roger Penrose,4.75,2,"Computing, Internet & Digital Media|Health, Family & Personal Development",2,"Health, Family & Personal Development|Computing, Internet & Digital Media"
113334,Children's Books|Sports|Romance,Juggling|Romantic Comedy|Mysteries & Curiosities,Om Books Editorial Team|J.K. Rowling|Kenneth Anderson,3.7045454545454546,22,"Health, Family & Personal Development|Society & Social Sciences|Romance",8,Children's Books|Sports|Romance
113339,Children's Books,Growing Up & Facts of Life,Aditi Gupta,4.0,1,Children's Books,1,Children's Books
113340,"Arts, Film & Photography|Literature & Fiction|Sports",Cinema & Broadcast|Short Stories|Sporting Events & Organisations,Khaled Hosseini|Adhiti Aravind|Michael Phelps,4.166666666666667,3,"Arts, Film & Photography|Sports|Literature & Fiction",3,"Arts, Film & Photography|Literature & Fiction|Sports"
113349,Exam Preparation,Polytechnics & ITI,Arihant Experts,3.0,1,Exam Preparation,1,Exam Preparation
113356,Children's Books,"Family, Personal & Social Issues",Chetan Bhagat,4.0,1,Children's Books,1,Children's Books
113364,"Health, Family & Personal Development|Comics & Mangas|Children's Books",Self-Help|Comics|Religion,Deepinder Goyal|Jeff Kinney|Saniyasnain Khan,3.6666666666666665,3,"Children's Books|Health, Family & Personal Development|Comics & Mangas",3,"Health, Family & Personal Development|Comics & Mangas|Children's Books"
113365,Romance,Small Town Romance,I. A. Dice,4.5,1,Romance,1,Romance
113376,Children's Books,Crime & Thriller,Marcus Emerson,4.0,1,Children's Books,1,Children's Books
113383,Medicine & Health Sciences,Test Preparation & Review,Kaplan Nursing,4.5,1,Medicine & Health Sciences,1,Medicine & Health Sciences
113406,Children's Books,History,Herge,3.5,1,Children's Books,1,Children's Books
113417,Engineering,Electrical & Electronic Engineering,Christopher M. Bishop,4.0,1,Engineering,1,Engineering
113425,"Literature & Fiction|Arts, Film & Photography|Computing, Internet & Digital Media",Humour|Cinema & Broadcast|Network Administration,Prince Vincent|Blake Snyder|Linus Torvalds,3.8333333333333335,3,"Literature & Fiction|Computing, Internet & Digital Media|Arts, Film & Photography",3,"Literature & Fiction|Arts, Film & Photography|Computing, Internet & Digital Media"
113435,Children's Books|Comics & Mangas|Romance,Comics|Language Learning|Geography & Cultures,Jeff Kinney|Wonder House Books|Anant Pai,3.8181818181818183,11,"Health, Family & Personal Development|Children's Books|Comics & Mangas",6,Children's Books|Comics & Mangas|Romance
113465,Higher Education Textbooks,Social Sciences,Neil deGrasse Tyson,3.0,1,Higher Education Textbooks,1,Higher Education Textbooks
113466,"Computing, Internet & Digital Media",Computer Science,Walter Isaacson,3.5,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
113467,"Sports|Computing, Internet & Digital Media|Romance",Games & Quizzes|Programming & Software Development|Holidays,Eric Ries|Tessa Bailey|Chitra Banerjee Divakaruni,3.8333333333333335,15,"Literature & Fiction|Computing, Internet & Digital Media|Society & Social Sciences",10,"Sports|Computing, Internet & Digital Media|Romance"
113470,Literature & Fiction,Poetry,Edgar Allan Poe,4.0,1,Literature & Fiction,1,Literature & Fiction
113473,Children's Books,History,Herge,3.5,1,Children's Books,1,Children's Books
113475,Sports,Combat Sports & Self-Defence,Miyamoto Musashi,3.5,1,Sports,1,Sports
113494,Children's Books,Growing Up & Facts of Life,Aditi Gupta,4.0,1,Children's Books,1,Children's Books
113519,Children's Books|Exam Preparation|Higher Education Textbooks,Reference|Humour|Social Sciences,Wonder House Books|Jeff Kinney|Maple Press,4.0,155,"History|Society & Social Sciences|Health, Family & Personal Development",21,Children's Books|Exam Preparation|Higher Education Textbooks
113528,"Health, Family & Personal Development|Children's Books|Computing, Internet & Digital Media",Holidays & Celebrations|Programming & Software Development|Environmental Studies,STILTON GERONIMO|Mark Richards|RANGARAJAN,4.071428571428571,7,"Children's Books|Computing, Internet & Digital Media|Health, Family & Personal Development",6,"Health, Family & Personal Development|Children's Books|Computing, Internet & Digital Media"
113531,Literature & Fiction|Comics & Mangas|Children's Books,Humour|Mangas|Writing Guides,Wonder House Books|James N. Yanez|Multiple Writers,3.857142857142857,7,Literature & Fiction|Comics & Mangas|Children's Books,4,Literature & Fiction|Comics & Mangas|Children's Books
113533,"Sciences, Technology & Medicine",Mathematics,NCRT,4.0,1,"Sciences, Technology & Medicine",1,"Sciences, Technology & Medicine"
113537,Children's Books,"Crafts, Hobbies & Practical Interests",Wonder House Books,4.5,1,Children's Books,1,Children's Books
113545,Children's Books,"Fantasy, Science Fiction & Horror",J.K. Rowling,4.5,1,Children's Books,1,Children's Books
113560,Literature & Fiction,"Fantasy, Horror & Science Fiction",Nidhi Upadhyay,5.0,1,Literature & Fiction,1,Literature & Fiction
113568,"Children's Books|Health, Family & Personal Development",History|Personal Transformation,Subhadra Sen Gupta|Joseph Murphy,5.0,2,"Children's Books|Health, Family & Personal Development",2,"Children's Books|Health, Family & Personal Development"
113582,Children's Books,Geography & Cultures,Cocomelon,4.5,1,Children's Books,1,Children's Books
113586,Teen & Young Adult,History,Julia Donaldson,4.5,1,Teen & Young Adult,1,Teen & Young Adult
113602,Children's Books,"Family, Personal & Social Issues",Tom Percival,4.5,1,Children's Books,1,Children's Books
113611,Children's Books,Fantasy,J.K. Rowling,5.0,1,Children's Books,1,Children's Books
113618,Children's Books,Humour|Geography & Cultures,Jeff Kinney|DK,4.333333333333333,3,Children's Books,1,Children's Books
113630,Children's Books,History,Wonder House Books,4.0,1,Children's Books,1,Children's Books
113633,"Fantasy, Horror & Science Fiction|Law",Fantasy|Tax Law,J.K. Rowling|A Jatin Christopher,4.25,2,"Fantasy, Horror & Science Fiction|Law",2,"Fantasy, Horror & Science Fiction|Law"
113643,Children's Books,Humour,Jeff Kinney,5.0,1,Children's Books,1,Children's Books
113648,Sports,Equestrian & Animal Sports,Dick Francis,4.0,1,Sports,1,Sports
113649,Children's Books,Growing Up & Facts of Life,Aditi Gupta,5.0,1,Children's Books,1,Children's Books
113657,"Comics & Mangas|Higher Education Textbooks|Fantasy, Horror & Science Fiction",Mangas|Social Sciences|Fantasy,Hajime Isayama|Ernesto ‘Che’ Guevara|Munshi Premchand,3.25,4,"Comics & Mangas|Fantasy, Horror & Science Fiction|Children's Books",4,"Comics & Mangas|Higher Education Textbooks|Fantasy, Horror & Science Fiction"
113661,"Children's Books|Computing, Internet & Digital Media|Higher Education Textbooks",Holidays & Celebrations|Programming & Software Development|Money & Jobs,STILTON GERONIMO|Mark Richards|Suresh Prasad,4.7,5,"Children's Books|Higher Education Textbooks|Computing, Internet & Digital Media",3,"Children's Books|Computing, Internet & Digital Media|Higher Education Textbooks"
113662,Children's Books,Humour,Liz Pichon,4.0,1,Children's Books,1,Children's Books
113663,"Children's Books|Crafts, Home & Lifestyle|Comics & Mangas","Food, Drink & Entertaining|Comics|Enemies to Lovers",Multiple Writers|Maya Alden|Laxmi Khurana,3.9642857142857144,14,"Crime, Thriller & Mystery|School Books|Children's Books",7,"Children's Books|Crafts, Home & Lifestyle|Comics & Mangas"
113664,"Computing, Internet & Digital Media",Programming & Software Development,Eric Matthes,5.0,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
113671,Children's Books,Interactive & Activity Books,,4.0,1,Children's Books,1,Children's Books
113680,Children's Books,Computers & Technology,Stan Berenstain,4.5,1,Children's Books,1,Children's Books
113687,Children's Books,Money & Jobs,Medi Houghton,3.5,1,Children's Books,1,Children's Books
113689,Exam Preparation,Medical Entrance,Oswaal Editorial Board,3.5,1,Exam Preparation,1,Exam Preparation
113696,Teen & Young Adult,History,Michael Morpurgo,3.5,1,Teen & Young Adult,1,Teen & Young Adult
113699,Children's Books,Growing Up & Facts of Life,Aditi Gupta,3.5,1,Children's Books,1,Children's Books
113700,Sports,Juggling,Champ JKFan,3.5,1,Sports,1,Sports
113708,Children's Books,Mysteries & Curiosities|Humour,Maple Press|Steve the Noob,3.5,2,Children's Books,1,Children's Books
113721,Children's Books|Higher Education Textbooks,Money & Jobs|Social Sciences,Srishti Agrawal|Ernesto ‘Che’ Guevara,3.5,2,Children's Books|Higher Education Textbooks,2,Children's Books|Higher Education Textbooks
113723,History|Children's Books,Ancient|Mysteries & Curiosities,Target Publications|Wonder House Books,3.5,2,Children's Books|History,2,History|Children's Books
113745,"Sciences, Technology & Medicine",Mathematics,HS Hall & SR Knight,5.0,1,"Sciences, Technology & Medicine",1,"Sciences, Technology & Medicine"
113752,"Business & Economics|Computing, Internet & Digital Media|Children's Books",Industries|Software|Geography & Cultures,Chris Miller|Josh Kaufman|RACHEL RENEE RUSSELL,4.166666666666667,6,"Business & Economics|Computing, Internet & Digital Media|Literature & Fiction",6,"Business & Economics|Computing, Internet & Digital Media|Children's Books"
113753,Children's Books,"Crafts, Hobbies & Practical Interests",Dreamland Publications,4.0,1,Children's Books,1,Children's Books
113755,Romance|Children's Books|Literature & Fiction,Clean & Wholesome|Enemies to Lovers|Classic Fiction,Sarah Adams|S. Massery|George Orwell,4.0,6,Literature & Fiction|Children's Books|Romance,3,Romance|Children's Books|Literature & Fiction
113779,Children's Books,Growing Up & Facts of Life,Kelly Barnhill,3.0,1,Children's Books,1,Children's Books
113796,History,Ancient,Ratneshwar,3.5,1,History,1,History
113804,"Crime, Thriller & Mystery|History|Children's Books",Thrillers and Suspense|Ancient|Growing Up & Facts of Life,Rajeshkumar|Romila Thapar|Jeff Kinney,4.2,5,History|Children's Books|Comics & Mangas,5,"Crime, Thriller & Mystery|History|Children's Books"
113817,Children's Books|Exam Preparation|Romance,Polytechnics & ITI|Money & Jobs|New Adult & College,Raj Abhisar Agarwal|Priyam Tayal-Pawan kumar Gupta- Pradyumna Kumar|EMILY HENRY,3.7083333333333335,12,"Crime, Thriller & Mystery|Romance|Children's Books",8,Children's Books|Exam Preparation|Romance
113823,Children's Books,Holidays & Celebrations,Sigal Adler,4.0,1,Children's Books,1,Children's Books
113830,Children's Books,Humour,Jeff Kinney,3.5,1,Children's Books,1,Children's Books
113840,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Aseem Malhotra,4.0,1,"Crafts, Home & Lifestyle",1,"Crafts, Home & Lifestyle"
113856,Higher Education Textbooks,Business & Finance,William J. O'Neil,4.0,1,Higher Education Textbooks,1,Higher Education Textbooks
113859,Higher Education Textbooks|Children's Books,"Business & Finance|Cars, Trains & Things That Go",William J. O'Neil|Mo Willems,4.0,2,Children's Books|Higher Education Textbooks,2,Higher Education Textbooks|Children's Books
113862,Literature & Fiction,Humour,KAMALA CHANDRAKANT,3.0,1,Literature & Fiction,1,Literature & Fiction
113876,Literature & Fiction,"Myths, Legends & Sagas",Chitra Banerjee Divakaruni,5.0,1,Literature & Fiction,1,Literature & Fiction
113880,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Alex Bond,4.0,1,"Crafts, Home & Lifestyle",1,"Crafts, Home & Lifestyle"
113887,"Sciences, Technology & Medicine",Astronomy,Brian Greene,4.0,1,"Sciences, Technology & Medicine",1,"Sciences, Technology & Medicine"
113902,Children's Books|Literature & Fiction|Society & Social Sciences,Humour|Mysteries & Curiosities|History,David Walliams|Jeff Kinney|Wonder House Books,4.2,5,Literature & Fiction|Children's Books|Society & Social Sciences,3,Children's Books|Literature & Fiction|Society & Social Sciences
113904,Children's Books|Exam Preparation|Comics & Mangas,Growing Up & Facts of Life|Comics|Professional Certification Exams,ANANT PAI|Dreamland Publications|Tracey Hopkins,3.8026315789473686,38,"Computing, Internet & Digital Media|Crafts, Home & Lifestyle|Medicine & Health Sciences",15,Children's Books|Exam Preparation|Comics & Mangas
113910,"Sciences, Technology & Medicine",Mathematics,ALLEN Expert Faculties,3.5,1,"Sciences, Technology & Medicine",1,"Sciences, Technology & Medicine"
113913,Children's Books,Picture Books|Reference,Dreamland Publications|Kumkum Gupta,4.5,2,Children's Books,1,Children's Books
113919,"Children's Books|Arts, Film & Photography",Humour|Interactive & Activity Books|Theater & Ballet,Jeff Kinney|Anirudha Bhattacharjee,3.5,3,"Arts, Film & Photography|Children's Books",2,"Children's Books|Arts, Film & Photography"
113926,"Crafts, Home & Lifestyle","Handicrafts, Decorative Arts & Crafts",Beth Kempton,4.0,1,"Crafts, Home & Lifestyle",1,"Crafts, Home & Lifestyle"
113944,"Computing, Internet & Digital Media|Religion|Children's Books",Operating Systems|Islam|Money & Jobs,Michael Clark|Dr. AbdulAzeez AbdulRaheem|Acharya Prashant,4.166666666666667,3,"Children's Books|Computing, Internet & Digital Media|Religion",3,"Computing, Internet & Digital Media|Religion|Children's Books"
113955,"Romance|Children's Books|Health, Family & Personal Development",Historical Fiction|New Adult & College|Romantic Comedy,முகில்கீத்ஸ் Mukhil Geetz|Laura Ingalls Wilder|Wilson Rawls,4.090909090909091,11,"Exam Preparation|Sports|Health, Family & Personal Development",7,"Romance|Children's Books|Health, Family & Personal Development"
113956,Literature & Fiction,Humour,Full Sea Books,4.0,1,Literature & Fiction,1,Literature & Fiction
113983,Children's Books|Medicine & Health Sciences|Higher Education Textbooks,Research|Humour|Games & Quizzes,Jeff Kinney|T. Barnett|Mukesh Verma,3.8333333333333335,21,Comics & Mangas|Literature & Fiction|Children's Books,11,Children's Books|Medicine & Health Sciences|Higher Education Textbooks
113985,Children's Books,"Fantasy, Science Fiction & Horror",J.K. Rowling,5.0,1,Children's Books,1,Children's Books
113989,"Business & Economics|Crafts, Home & Lifestyle",Industries|Games & Quizzes,Joy Bhattacharjya|George Lopez,3.5,2,"Business & Economics|Crafts, Home & Lifestyle",2,"Business & Economics|Crafts, Home & Lifestyle"
113990,Children's Books,Religion,Wonder House Books,4.5,1,Children's Books,1,Children's Books
114007,"Crafts, Home & Lifestyle|Business & Economics|Health, Family & Personal Development",Lifestyle & Personal Style Guides|Industries|Self-Help,Alex Bond|Dr Robert Lustig|Dale Carnegie,3.9285714285714284,7,"Business & Economics|Higher Education Textbooks|Health, Family & Personal Development",7,"Crafts, Home & Lifestyle|Business & Economics|Health, Family & Personal Development"
114016,Science & Mathematics,Environmental Studies,James Lovelock,3.5,1,Science & Mathematics,1,Science & Mathematics
114018,"Crafts, Home & Lifestyle|Health, Family & Personal Development",Games & Quizzes|Personal Transformation,Wonder House Books|Bobby Fischer|Library Mindset,3.8333333333333335,3,"Health, Family & Personal Development|Crafts, Home & Lifestyle",2,"Crafts, Home & Lifestyle|Health, Family & Personal Development"
114028,"Computing, Internet & Digital Media",Network Administration,Hanghang Tong,4.0,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
114037,"Sciences, Technology & Medicine",Astronomy,Flavio Salvati,3.5,1,"Sciences, Technology & Medicine",1,"Sciences, Technology & Medicine"
114048,"Computing, Internet & Digital Media",Internet & Social Media,Monika Halan,3.5,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
114066,Comics & Mangas,Comics,Champak,5.0,1,Comics & Mangas,1,Comics & Mangas
114071,"Health, Family & Personal Development",Self-Help,Deepinder Goyal,3.0,1,"Health, Family & Personal Development",1,"Health, Family & Personal Development"
114073,Comics & Mangas,Comics,Jeff Kinney,5.0,1,Comics & Mangas,1,Comics & Mangas
114075,"Computing, Internet & Digital Media|Exam Preparation|Comics & Mangas",Internet & Social Media|Medical Entrance|Mangas,Dr. Vipin Kumar Sharma|Multiple Writers|Steve the Noob,4.142857142857143,7,Children's Books|Comics & Mangas|Exam Preparation,5,"Computing, Internet & Digital Media|Exam Preparation|Comics & Mangas"
114085,"Medicine & Health Sciences|Children's Books|Sciences, Technology & Medicine",Research|Money & Jobs|Astronomy,RC Goyal|Acharya Prashant|British British Library,4.625,4,Children's Books|Medicine & Health Sciences|Textbooks & Study Guides,4,"Medicine & Health Sciences|Children's Books|Sciences, Technology & Medicine"
114089,"Computing, Internet & Digital Media|Arts, Film & Photography|Children's Books","Computer Science|Cinema & Broadcast|Fantasy, Science Fiction & Horror",Swati Bhatnagar|Girish Karnad|Sudha Murty,4.0,5,"Computing, Internet & Digital Media|Arts, Film & Photography|Children's Books",4,"Computing, Internet & Digital Media|Arts, Film & Photography|Children's Books"
114102,Children's Books,Mysteries & Curiosities|Computers & Technology,Team Pegasus|Zack Zombie,3.5,2,Children's Books,1,Children's Books
114128,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Alex Bond,4.5,1,"Crafts, Home & Lifestyle",1,"Crafts, Home & Lifestyle"
114143,Children's Books|Literature & Fiction,Holidays & Celebrations|Short Stories|Mysteries & Curiosities,Julia Donaldson|Ruchi Chandra Verma|Enid Blyton,4.3,5,Children's Books|Literature & Fiction,2,Children's Books|Literature & Fiction
114146,Literature & Fiction,Short Stories,Ruchi Chandra Verma,3.0,1,Literature & Fiction,1,Literature & Fiction
114158,Sports|Exam Preparation,"Sporting Events & Organisations|Arts, Design and Education Exams",Jimmy Anderson|RPH Editorial Board,4.0,2,Sports|Exam Preparation,2,Sports|Exam Preparation
114178,Children's Books|Exam Preparation|Literature & Fiction,"Crafts, Hobbies & Practical Interests|Medical Entrance|Crime, Thriller & Mystery",MTG Editorial Board|O. J. Mullen|Chetan Bhagat,4.05,10,"Fantasy, Horror & Science Fiction|Comics & Mangas|Children's Books",6,Children's Books|Exam Preparation|Literature & Fiction
114182,School Books,International School Boards,Oswaal Editorial Board,3.5,1,School Books,1,School Books
114185,"Children's Books|Crafts, Home & Lifestyle",Growing Up & Facts of Life|Historical Fiction|Games & Quizzes,Daaji (Kamlesh Patel)|Wonder House Books|Jeff Kinney,4.3,5,"Children's Books|Crafts, Home & Lifestyle",2,"Children's Books|Crafts, Home & Lifestyle"
114193,Exam Preparation,Professional Certification Exams,RPH Editorial Board,5.0,1,Exam Preparation,1,Exam Preparation
114197,Medicine & Health Sciences,Research,F James Rohlf,3.5,1,Medicine & Health Sciences,1,Medicine & Health Sciences
114200,"Children's Books|Fantasy, Horror & Science Fiction|Sciences, Technology & Medicine","Money & Jobs|Fantasy, Science Fiction & Horror|Fantasy",Rosemary Marandi|J.K. Rowling|Amish Tripathi,4.75,4,"Sciences, Technology & Medicine|Children's Books|Fantasy, Horror & Science Fiction",3,"Children's Books|Fantasy, Horror & Science Fiction|Sciences, Technology & Medicine"
114216,Children's Books|History|Comics & Mangas,"Family, Personal & Social Issues|Comics|Biographies & Autobiographies",Wonder House Books|Rajeshkumar|Puzzleland,3.973684210526316,19,"Crafts, Home & Lifestyle|Romance|Crime, Thriller & Mystery",9,Children's Books|History|Comics & Mangas
114217,"Children's Books|Crafts, Home & Lifestyle|Business & Economics",Education & Reference|Lifestyle & Personal Style Guides|Industries,Wonder House Books|Owen Mullen|Ram Charan,4.0,5,"Business & Economics|Children's Books|Crafts, Home & Lifestyle",3,"Children's Books|Crafts, Home & Lifestyle|Business & Economics"
114237,Comics & Mangas,Comics,SHALINI SRINIVASAN,3.5,1,Comics & Mangas,1,Comics & Mangas
114241,Children's Books,Historical Fiction,Terry Lesher,5.0,1,Children's Books,1,Children's Books
114243,"Children's Books|Romance|Crafts, Home & Lifestyle",Mysteries & Curiosities|Workplace Romance|Games & Quizzes,PREMALATHA BALASUBRAMANIAM|Karen M McManus|Herge,4.0,4,"Children's Books|Crafts, Home & Lifestyle|Romance",3,"Children's Books|Romance|Crafts, Home & Lifestyle"
114245,"Children's Books|Fantasy, Horror & Science Fiction|Crafts, Home & Lifestyle",Literature & Fiction|Horror|Games & Quizzes,Maple Press|Ashley Poston|Wonder House Books,4.0,3,"Crafts, Home & Lifestyle|Children's Books|Fantasy, Horror & Science Fiction",3,"Children's Books|Fantasy, Horror & Science Fiction|Crafts, Home & Lifestyle"
114251,Children's Books,Education & Reference,Wonder House Books,4.0,1,Children's Books,1,Children's Books
114255,Children's Books|Higher Education Textbooks,"Crafts, Hobbies & Practical Interests|Computer Science",Wonder House Books|Andrew Chen,4.5,2,Children's Books|Higher Education Textbooks,2,Children's Books|Higher Education Textbooks
114258,"Children's Books|Higher Education Textbooks|Crafts, Home & Lifestyle",Social Sciences|Games & Quizzes|International School Boards,Dr Shefali Tsabary|Jeremy Silman|Ric Pimentel Terry Wall,4.2,5,"Children's Books|Crafts, Home & Lifestyle|Higher Education Textbooks",4,"Children's Books|Higher Education Textbooks|Crafts, Home & Lifestyle"
114265,"Computing, Internet & Digital Media|Medicine & Health Sciences",Software|Administration & Policy,Peter Bruce|Smriti Parsheera,4.5,2,"Computing, Internet & Digital Media|Medicine & Health Sciences",2,"Computing, Internet & Digital Media|Medicine & Health Sciences"
114273,Children's Books,Picture Books,E C Axus,4.5,1,Children's Books,1,Children's Books
114279,"Children's Books|Higher Education Textbooks|Fantasy, Horror & Science Fiction",Social Sciences|Literature & Fiction|Fantasy,Neil deGrasse Tyson|Wonder House Books|J.K. Rowling,4.0,8,"Fantasy, Horror & Science Fiction|Higher Education Textbooks|Engineering",6,"Children's Books|Higher Education Textbooks|Fantasy, Horror & Science Fiction"
114288,Children's Books,Interactive & Activity Books,Wonder House Books,3.0,1,Children's Books,1,Children's Books
114292,Children's Books,Geography & Cultures,DK,5.0,1,Children's Books,1,Children's Books
114304,Children's Books|Engineering,"Education & Reference|Fairy Tales, Folk Tales & Myths|Electrical & Electronic Engineering",Om Books Editorial Team|Sudha Murty|S.K. Bhattacharya,3.8333333333333335,3,Engineering|Children's Books,2,Children's Books|Engineering
114306,"Computing, Internet & Digital Media|Children's Books|Biographies, Diaries & True Accounts",Network Administration|Software|Money & Jobs,"Carl L. Pritchard, PMP, PMI-RMP, EVP|Alger Fraley|Ladybird",4.125,4,"Children's Books|Biographies, Diaries & True Accounts|Computing, Internet & Digital Media",3,"Computing, Internet & Digital Media|Children's Books|Biographies, Diaries & True Accounts"
114309,Children's Books,Education & Reference|Literature & Fiction|Mysteries & Curiosities,Arihant Experts|Wonder House Books|Ruskin Bond,3.6666666666666665,3,Children's Books,1,Children's Books
114317,Literature & Fiction,Classic Fiction,Fyodor Dostoevsky,3.0,1,Literature & Fiction,1,Literature & Fiction
114335,Children's Books,Growing Up & Facts of Life,Jeff Kinney,4.0,1,Children's Books,1,Children's Books
114341,Literature & Fiction,Short Stories,Ruchi Chandra Verma,4.5,1,Literature & Fiction,1,Literature & Fiction
114343,Children's Books,Education & Reference,Wonder House Books,4.0,1,Children's Books,1,Children's Books
114365,Exam Preparation|Comics & Mangas,Polytechnics & ITI|Comics,"Nirmal pandey Sanjeev Dixit , Dr. Ajay Kumar |Hajime Isayama",3.5,2,Exam Preparation|Comics & Mangas,2,Exam Preparation|Comics & Mangas
114368,Children's Books|Literature & Fiction|Romance,Fantasy|Network Administration|Mathematics,J.K. Rowling|Dipavali Sen|Knowledge Powerhouse,4.5576923076923075,52,"Comics & Mangas|School Books|Health, Family & Personal Development",17,Children's Books|Literature & Fiction|Romance
114371,"Children's Books|Fantasy, Horror & Science Fiction",Picture Books|Horror,Jill McDonald|Franz Kafka,4.75,2,"Children's Books|Fantasy, Horror & Science Fiction",2,"Children's Books|Fantasy, Horror & Science Fiction"
114374,Religion,Islam,Mufti Muhammad Taqi Usmaani,5.0,1,Religion,1,Religion
114378,"Children's Books|Fantasy, Horror & Science Fiction|Religion",Language Learning|Horror|Jainism,Faye Berryman & Phillip O'Carroll|Sri M|Aidan Rankin,3.8333333333333335,3,"Children's Books|Fantasy, Horror & Science Fiction|Religion",3,"Children's Books|Fantasy, Horror & Science Fiction|Religion"
114379,"Health, Family & Personal Development",Personal Transformation,Leil Lowndes,4.0,1,"Health, Family & Personal Development",1,"Health, Family & Personal Development"
114389,Children's Books,Interactive & Activity Books,Wonder House Books,3.5,1,Children's Books,1,Children's Books
114413,"Fantasy, Horror & Science Fiction",Fantasy,Hunter Mythos,4.5,1,"Fantasy, Horror & Science Fiction",1,"Fantasy, Horror & Science Fiction"
114414,"Children's Books|Romance|Crafts, Home & Lifestyle",Games & Quizzes|Literature & Fiction|Mysteries & Curiosities,Wonder House Books|J.K. Rowling|Maple Press,3.9285714285714284,147,"Fantasy, Horror & Science Fiction|School Books|Crime, Thriller & Mystery",23,"Children's Books|Romance|Crafts, Home & Lifestyle"
114434,Children's Books|Comics & Mangas,"Fantasy, Science Fiction & Horror|Comics|Animals & Pets",J.K. Rowling|ANANT PAI|Eric Carle,4.666666666666667,3,Children's Books|Comics & Mangas,2,Children's Books|Comics & Mangas
114439,Children's Books,"Fantasy, Science Fiction & Horror",J.K. Rowling,4.0,1,Children's Books,1,Children's Books
114444,"Children's Books|Romance|Crafts, Home & Lifestyle",Small Town Romance|Picture Books|Growing Up & Facts of Life,Jeff Kinney|சந்தோஷ் குணா (Santhosh Guna)|Joy Bhattacharjya,3.980769230769231,52,"Business & Economics|Arts, Film & Photography|Health, Family & Personal Development",19,"Children's Books|Romance|Crafts, Home & Lifestyle"
114446,"Children's Books|Health, Family & Personal Development|Biographies, Diaries & True Accounts","Mysteries & Curiosities|Family, Personal & Social Issues|True Accounts",Sonalika CSR|Anne Frank|Karen Katz,4.222222222222222,18,"Arts, Film & Photography|Comics & Mangas|Health, Family & Personal Development",8,"Children's Books|Health, Family & Personal Development|Biographies, Diaries & True Accounts"
114452,Medicine & Health Sciences|Children's Books,Test Preparation & Review|Computers & Technology,A.Lizy Sonia Ph.D.(Nursing)  M.SC (Nursing) Speciality:Medical Surgical Nursing B.SC (Nursing)|Stan Berenstain,4.25,2,Medicine & Health Sciences|Children's Books,2,Medicine & Health Sciences|Children's Books
114475,Children's Books,"Science, Nature & Technology",Wonder House Books,4.5,1,Children's Books,1,Children's Books
114483,History,Ancient,David W. Anthony,4.0,1,History,1,History
114498,Children's Books|Business & Economics,Mysteries & Curiosities|Industries|Computers & Technology,Ashlee Vance|Enid Blyton|Rick Riordan,4.625,4,Children's Books|Business & Economics,2,Children's Books|Business & Economics
114532,Children's Books,History,Herge,4.0,1,Children's Books,1,Children's Books
114538,Children's Books,Literature & Fiction,Karen Katz,3.5,1,Children's Books,1,Children's Books
114544,Children's Books|Higher Education Textbooks|Exam Preparation,Holidays & Celebrations|Growing Up & Facts of Life|Social Sciences,Wonder House Books|Jeff Kinney|Harit Nagpal,3.648936170212766,47,"Crafts, Home & Lifestyle|Comics & Mangas|Business & Economics",19,Children's Books|Higher Education Textbooks|Exam Preparation
114565,Children's Books,Language Learning,Faye Berryman & Phillip O'Carroll,3.5,1,Children's Books,1,Children's Books
114568,Religion,Jainism,Team Pegasus,4.5,1,Religion,1,Religion
114570,Children's Books|Religion,Holidays & Celebrations|Islam,Julia Donaldson|Mufti Muhammad Taqi Usmaani,4.25,2,Children's Books|Religion,2,Children's Books|Religion
114577,"Arts, Film & Photography",Cinema & Broadcast,NEENA GUPTA,3.0,1,"Arts, Film & Photography",1,"Arts, Film & Photography"
114581,"Children's Books|Arts, Film & Photography|Literature & Fiction",Mysteries & Curiosities|Theater & Ballet|Enemies to Lovers,Cooper The Pooper|Nadia Lee|Gareth Jess Moore Bradley,4.264705882352941,17,"Crafts, Home & Lifestyle|Fantasy, Horror & Science Fiction|History",12,"Children's Books|Arts, Film & Photography|Literature & Fiction"
114582,Society & Social Sciences,Social Welfare & Social Services,Acharya Prashant,4.0,1,Society & Social Sciences,1,Society & Social Sciences
114583,Literature & Fiction|Society & Social Sciences,Poetry|Essays|Social Welfare & Social Services,"Harivansh Rai Bachchan|Henry David Thoreau|FBA Sen, Amartya",4.333333333333333,3,Literature & Fiction|Society & Social Sciences,2,Literature & Fiction|Society & Social Sciences
